,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,5.73034,0.9627318,-956.5621,-813.0927,806.609,804.7545,147.8055,73.31229,9.565016,47.78912,546.9528,687.1914,54.75829,56.74155,dc_SchGtKttmmTtVt_19,Sch,Sat Dec 14 11:16:46 2024,True
1,5.724245,0.9760482,-959.2357999999999,-816.7774,808.9597,807.0315,147.8508,73.67533,9.556892999999999,47.20648,546.6932,688.1228,54.75465,56.75332,dc_SchGtKttmmTtVt_18,Sch,Sat Dec 14 11:16:46 2024,True
2,5.713400999999999,0.9715900000000001,-955.0148,-812.5063,804.6940000000001,802.8743000000001,147.83370000000002,73.61957,9.585858,47.36915,546.4106,687.7734,54.74959,56.74891,dc_SchGtKttmmTtVt_17,Sch,Sat Dec 14 11:16:46 2024,True
3,5.634201,0.8822850999999999,-955.4103,-806.7112,807.0021,805.1779,146.9076,71.24076,9.71049,51.61049,545.849,680.0035,54.74069,56.65022,dc_SchGtKttmmTtVt_16,Sch,Sat Dec 14 11:16:46 2024,True
4,5.667677,0.8972137,-954.7259,-806.8624,806.1163,804.3143,147.1344,71.60271999999999,9.663698,50.860369999999996,546.4461,681.5317,54.75018,56.66972,dc_SchGtKttmmTtVt_15,Sch,Sat Dec 14 11:16:46 2024,True
5,5.773775,1.000508,-956.6132,-815.4471,805.9436,804.0927,148.21880000000002,74.25879,9.501286,46.229,547.4341,690.3568,54.76592,56.78147,dc_SchGtKttmmTtVt_14,Sch,Sat Dec 14 11:16:46 2024,True
6,5.724677,0.9934094000000001,-956.4745,-815.4076,805.6683999999999,803.8113,148.0156,74.18664,9.564127,46.49581,546.3479,689.409,54.74865,56.76954,dc_SchGtKttmmTtVt_13,Sch,Sat Dec 14 11:16:46 2024,True
7,5.68131,0.9148812999999999,-952.0733,-805.5155000000001,803.0792,801.3512000000001,147.32809999999998,72.08871,9.635944,50.02655,546.6281,683.1218,54.75333,56.68996,dc_SchGtKttmmTtVt_12,Sch,Sat Dec 14 11:16:46 2024,True
8,5.6469309999999995,0.8702070000000001,-949.8573,-800.2103000000001,801.9017,800.2519,146.8894,70.90246,9.68187,52.07514,546.6552,679.4625,54.75423,56.64331,dc_SchGtKttmmTtVt_11,Sch,Sat Dec 14 11:16:46 2024,True
9,5.7367669999999995,0.9663476000000001,-951.1988,-808.0797,801.1863000000001,799.4771000000001,147.8924,73.43479,9.54854,47.59496,547.253,687.741,54.76342,56.7485,dc_SchGtKttmmTtVt_10,Sch,Sat Dec 14 11:16:46 2024,True
10,5.60932,0.8733466,-953.9893999999999,-804.8732,805.6638,803.879,146.77,71.04086,9.744852,52.09598,545.4142,679.0549,54.7338,56.63809,dc_SchGtKttmmTtVt_9,Sch,Sat Dec 14 11:16:46 2024,True
11,5.662422,0.9236357000000001,-955.3503,-809.8290999999999,805.9851,804.154,147.31289999999998,72.39801,9.662943,49.37253,545.8944,683.8011,54.7414,56.6986,dc_SchGtKttmmTtVt_8,Sch,Sat Dec 14 11:16:46 2024,True
12,5.708455,0.9529615,-954.0109,-810.2525,804.1447000000001,802.3532,147.68970000000002,73.13164,9.596444,48.049749999999996,546.5971,686.5075,54.75259,56.73291,dc_SchGtKttmmTtVt_7,Sch,Sat Dec 14 11:16:46 2024,True
13,5.800282,1.038322,-956.2519000000001,-817.5858999999999,804.7564,802.9166,148.5824,75.24866,9.459892,44.68335,547.5003,693.3809,54.76692,56.81944,dc_SchGtKttmmTtVt_6,Sch,Sat Dec 14 11:16:46 2024,True
14,5.6704550000000005,0.9219029,-955.3009999999999,-809.5186,806.0349,804.2078,147.32590000000002,72.32581,9.653229,49.48728,546.1181,683.7035,54.74496,56.69735,dc_SchGtKttmmTtVt_5,Sch,Sat Dec 14 11:16:46 2024,True
15,5.675941,0.91415,-952.3154000000001,-805.766,803.3036,801.5675,147.30440000000002,72.08018,9.643873,50.055499999999995,546.492,683.0138,54.75112,56.68859,dc_SchGtKttmmTtVt_4,Sch,Sat Dec 14 11:16:46 2024,True
16,5.628606,0.8788477,-949.9532,-801.2125,801.6466,799.9857000000001,146.89440000000002,71.18583000000001,9.702297,51.68933,546.0798,679.9539,54.74511,56.64959,dc_SchGtKttmmTtVt_3,Sch,Sat Dec 14 11:16:46 2024,True
17,5.733418,0.9641079000000001,-954.7008000000001,-811.4095,804.705,802.899,147.84439999999998,73.36911,9.562854,47.651089999999996,547.016,687.4543,54.75921,56.74488,dc_SchGtKttmmTtVt_2,Sch,Sat Dec 14 11:16:46 2024,True
18,5.7137780000000005,0.9489149,-951.5357,-807.3226999999999,801.8364,800.1184999999999,147.689,72.99206,9.583515,48.39704,546.9338,686.1529,54.75828,56.72842,dc_SchGtKttmmTtVt_1,Sch,Sat Dec 14 11:16:46 2024,True
19,5.664705,0.9096191,-949.634,-802.9276,800.7038,799.0468,147.248,71.98801,9.650053,50.24229,546.4634,682.6806,54.75112,56.68435,dc_SchGtKttmmTtVt,Sch,Sat Dec 14 11:16:45 2024,True
