,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,8.292214,2.145216,-961.274,-853.543,792.5591,812.4008,129.12969999999999,71.47290000000001,8.923012,42.496359999999996,555.191,689.7443,54.78224,56.76813,dc_SchGtKfsTlVh,Sch,Fri Dec 13 13:50:14 2024,True
1,5.054903,1.369268,-996.8241,-902.0857,827.8952,843.6658,115.2915,67.14872,12.094149999999999,37.9582,577.3069,746.1728,55.21741,57.45079,dc_SchGtKsfTlVh,Sch,Fri Dec 13 13:50:12 2024,True
2,8.22755,2.16069,-969.3819,-863.6995,797.6661,816.5504,132.0314,73.79535,8.965202,42.50844,558.9934,701.0004,54.85161,56.91215,dc_SchGtKffTlVh,Sch,Fri Dec 13 13:50:11 2024,True
3,5.326279,1.360227,-992.4427999999999,-892.8595,826.0497,842.9488,114.0914,65.08255,12.098149999999999,46.81527,571.0704,729.7276,55.10939,57.26217,dc_SchGtKssTlVh,Sch,Fri Dec 13 13:50:09 2024,True
4,4.140363,0.02892306,-780.6438,-399.1888,689.2103000000001,695.8731,144.44480000000001,54.00457,15.506179999999999,1430.561,547.0661,597.6521,54.75271,55.52778,dc_SchGtKfsThVh,Sch,Fri Dec 13 13:50:07 2024,True
5,3.752506,0.3915306,-878.0590000000001,-700.5909,751.104,748.9594000000001,153.66830000000002,72.92108999999999,18.08947,120.7251,566.8649,700.4607,55.04027,56.90758,dc_SchGtKsfThVh,Sch,Fri Dec 13 13:50:05 2024,True
6,4.097871,0.06568454,-798.8692,-459.0179,698.3154000000001,700.746,148.8138,56.40533,13.77596,1085.027,557.1914,610.6423,54.9196,55.70182,dc_SchGtKffThVh,Sch,Fri Dec 13 13:50:04 2024,True
7,3.8436500000000002,0.3284093,-863.6030999999999,-657.0231,745.8637,743.651,149.6046,67.80296,18.14661,219.7714,559.4723,673.1684,54.91771,56.5624,dc_SchGtKssThVh,Sch,Fri Dec 13 13:50:02 2024,True
8,8.368041,2.169995,-965.4557,-859.0411,796.0251000000001,816.0462,130.7432,72.67858000000001,8.146719,39.7755,509.0231,645.8589,54.02013,56.19695,dc_SchGtKfsTlVl,Sch,Fri Dec 13 13:50:00 2024,True
9,5.028733,1.5297960000000002,-1000.1990000000001,-908.972,831.6786000000001,848.132,116.3401,69.26805,10.581579999999999,36.00307,531.2576,691.9151,54.50533,56.77417,dc_SchGtKsfTlVl,Sch,Fri Dec 13 13:49:59 2024,True
10,8.264899999999999,2.172783,-973.3431999999999,-869.618,801.2643,820.2704,133.4854,75.02847,8.162063,38.913979999999995,512.8012,657.7639,54.09876,56.35933,dc_SchGtKffTlVl,Sch,Fri Dec 13 13:49:57 2024,True
11,5.3022279999999995,1.407921,-995.819,-901.6116,829.6573000000001,846.568,115.1735,66.85264000000001,10.70014,33.7667,525.2748,688.437,54.3919,56.75205,dc_SchGtKssTlVl,Sch,Fri Dec 13 13:49:55 2024,True
12,4.129089,0.02972811,-780.8490999999999,-401.7589,689.2747,697.7675,144.5206,54.13262,14.30504,1324.9299999999998,502.7111,564.1941,54.01658,55.02803,dc_SchGtKfsThVl,Sch,Fri Dec 13 13:49:53 2024,True
13,3.741356,0.39290620000000004,-878.1544,-700.9445,751.1187,749.1168,153.7163,73.02057,16.67521,113.419,520.0803,655.6055,54.28848,56.33263,dc_SchGtKsfThVl,Sch,Fri Dec 13 13:49:51 2024,True
14,4.085809,0.06548361,-799.0528999999999,-460.7209,698.3643000000001,702.1423,148.881,56.47288,12.67426,1036.8139999999999,512.0892,576.3165,54.18641,55.19819,dc_SchGtKffThVl,Sch,Fri Dec 13 13:49:50 2024,True
15,3.832776,0.3283147,-863.7144,-657.6108,745.8829000000001,743.9202,149.65990000000002,67.88247,16.731469999999998,206.8987,513.2859,631.0522,54.16468,56.00102,dc_SchGtKssThVl,Sch,Fri Dec 13 13:49:48 2024,True
