,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,10.74591,0.061928210000000004,-783.4002,-422.3822,658.7591,683.0578,146.315,42.65395,0.44817509999999994,43.81097,48.07062,40.48618,33.63757,32.14611,dc_SchGtKttmmTtVt_19,Sch,Sat Dec 14 11:16:38 2024,True
1,11.22338,0.06637598,-791.4698,-433.773,663.8549,686.4874,147.9281,42.76063,0.4344785,41.369789999999995,48.71287,40.91387,33.75286,32.23739,dc_SchGtKttmmTtVt_18,Sch,Sat Dec 14 11:16:38 2024,True
2,10.94007,0.06359342,-780.9456,-422.011,654.6844000000001,678.8254000000001,147.2504,42.736740000000005,0.4428254,42.85675,48.41119,40.69374,33.69891,32.19054,dc_SchGtKttmmTtVt_17,Sch,Sat Dec 14 11:16:38 2024,True
3,10.37307,0.059037690000000004,-783.2881,-419.9576,660.8195999999999,685.7058000000001,144.9671,42.517739999999996,0.4577424,45.211059999999996,47.39479,40.03239,33.5146,32.04823,dc_SchGtKttmmTtVt_16,Sch,Sat Dec 14 11:16:38 2024,True
4,10.84114,0.06306822,-778.0454,-418.05170000000004,653.5232,678.22,146.5203,42.761970000000005,0.4476199,43.29801,48.46225,40.77475,33.70806,32.2078,dc_SchGtKttmmTtVt_15,Sch,Sat Dec 14 11:16:38 2024,True
5,11.06691,0.06412753,-799.7012,-439.9327,672.3166,694.3644,147.451,42.595670000000005,0.43549209999999994,42.14295,48.18366,40.52997,33.65799,32.15552,dc_SchGtKttmmTtVt_14,Sch,Sat Dec 14 11:16:38 2024,True
6,10.45162,0.060881359999999995,-764.3162,-403.7386,642.1589,668.6694,145.3874,42.76299,0.4607015,44.65687,48.05127,40.50776,33.63408,32.15073,dc_SchGtKttmmTtVt_13,Sch,Sat Dec 14 11:16:38 2024,True
7,11.02377,0.06471119,-779.8307,-420.4079,655.2425,679.5645000000001,146.7554,42.84118,0.4437502,42.40305,48.91103,41.11341,33.78813,32.27967,dc_SchGtKttmmTtVt_12,Sch,Sat Dec 14 11:16:38 2024,True
8,10.36732,0.059869900000000004,-767.1509,-405.9168,644.7857,671.1411,145.2765,42.68127,0.46125209999999994,45.15295,47.73662,40.26683,33.57702,32.09891,dc_SchGtKttmmTtVt_11,Sch,Sat Dec 14 11:16:38 2024,True
9,10.23062,0.06046004,-762.2094999999999,-400.9689,642.7369000000001,669.7392,144.11679999999998,42.763009999999994,0.4688119,44.732389999999995,47.89322,40.46635,33.60547,32.14187,dc_SchGtKttmmTtVt_10,Sch,Sat Dec 14 11:16:38 2024,True
10,10.50579,0.062048019999999995,-766.8263,-406.1604,645.7233,671.9711000000001,145.0168,42.81198,0.4606199,44.069379999999995,48.30265,40.73665,33.67941,32.19966,dc_SchGtKttmmTtVt_9,Sch,Sat Dec 14 11:16:38 2024,True
11,11.11049,0.06525533,-789.6354,-432.0136,661.6516,684.517,147.9524,42.70769,0.43592079999999994,41.74666,48.41844,40.67586,33.70021,32.18672,dc_SchGtKttmmTtVt_8,Sch,Sat Dec 14 11:16:38 2024,True
12,10.789330000000001,0.06238034,-774.5036,-415.4393,648.5996,673.5461,147.04819999999998,42.724529999999994,0.4475269,43.61732,48.18498,40.52196,33.65821,32.15378,dc_SchGtKttmmTtVt_7,Sch,Sat Dec 14 11:16:38 2024,True
13,11.02596,0.06454678999999999,-783.8186000000001,-426.46119999999996,655.8405,679.3579,147.9622,42.71389,0.4389059,42.186789999999995,48.29855,40.57693,33.67866,32.16556,dc_SchGtKttmmTtVt_6,Sch,Sat Dec 14 11:16:38 2024,True
14,10.460719999999998,0.05985692000000001,-787.3856999999999,-424.1711,664.4163,688.7718000000001,145.1937,42.519,0.4545942,44.9638,47.47635,40.08974,33.52953,32.06063,dc_SchGtKttmmTtVt_5,Sch,Sat Dec 14 11:16:38 2024,True
15,10.70725,0.06141454,-780.4736,-419.6704,655.6643,680.2721,146.3838,42.65311,0.4487259,43.93794,48.02834,40.43871,33.62995,32.13594,dc_SchGtKttmmTtVt_4,Sch,Sat Dec 14 11:16:38 2024,True
16,9.964573000000001,0.05878048,-785.7818,-420.8969,668.3609,693.5309,142.45559999999998,42.47149,0.472157,45.312889999999996,46.95204,39.85966,33.43308,32.01066,dc_SchGtKttmmTtVt_3,Sch,Sat Dec 14 11:16:38 2024,True
17,11.11429,0.06585578,-773.6153999999999,-418.706,644.826,669.0441000000001,148.62120000000002,42.84048,0.43835909999999995,41.42349,48.62664,40.78597,33.73746,32.2102,dc_SchGtKttmmTtVt_2,Sch,Sat Dec 14 11:16:38 2024,True
18,11.17585,0.06621708999999999,-782.8134,-424.1179,657.5358,681.3476,147.1609,42.87673,0.44020909999999996,41.82938,49.11446,41.26022,33.82417,32.3106,dc_SchGtKttmmTtVt_1,Sch,Sat Dec 14 11:16:38 2024,True
19,11.10792,0.06694958,-788.8305,-434.8842,658.4687,680.8528,148.8773,42.68905,0.4330845,40.48412,48.06456,40.36595,33.63649,32.12029,dc_SchGtKttmmTtVt,Sch,Sat Dec 14 11:16:38 2024,True
