,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,164.9742,47.1248,673.9667000000001,584.9593,481.1302,498.0406,128.56980000000001,81.1927,0.02719938,0.06526494999999999,44.76408,45.87338,33.01853,33.23121,dc_SchGtKttmmTtVt_19,Sch,Sat Dec 14 11:17:09 2024,True
1,172.08929999999998,50.317710000000005,682.4593,595.0083999999999,480.8744,497.693,130.5627,83.04627,0.026252529999999996,0.06169520999999999,45.09502,46.30258,33.08252,33.3121,dc_SchGtKttmmTtVt_18,Sch,Sat Dec 14 11:17:09 2024,True
2,174.2781,51.28987,683.5877,596.6034999999999,480.2423,497.0163,131.05780000000001,83.55804,0.02606922,0.06085283999999999,45.32895,46.57854,33.12745,33.36371,dc_SchGtKttmmTtVt_17,Sch,Sat Dec 14 11:17:09 2024,True
3,168.64770000000001,48.787420000000004,674.7278,586.6523,477.60999999999996,494.5452,129.6404,82.20842999999999,0.026750049999999997,0.06340685,44.99987,46.16676,33.06416,33.28658,dc_SchGtKttmmTtVt_16,Sch,Sat Dec 14 11:17:09 2024,True
4,169.4272,49.071279999999994,677.0185,589.109,478.3891,495.31960000000004,129.91459999999998,82.42354,0.026585919999999996,0.06277566999999999,44.94699,46.12102,33.05396,33.27797,dc_SchGtKttmmTtVt_15,Sch,Sat Dec 14 11:17:09 2024,True
5,167.5817,48.29632,681.226,592.7683000000001,484.5066,501.31289999999996,129.3281,81.87482999999999,0.026745799999999997,0.0636626,44.77374,45.91304,33.02044,33.23872,dc_SchGtKttmmTtVt_14,Sch,Sat Dec 14 11:17:09 2024,True
6,169.3071,49.15886,672.0698000000001,584.2685,474.1374,491.1409,129.9015,82.46314000000001,0.026670339999999997,0.06307995999999999,45.08141,46.25706,33.0799,33.30355,dc_SchGtKttmmTtVt_13,Sch,Sat Dec 14 11:17:09 2024,True
7,165.7407,47.468729999999994,675.1726,586.3435000000001,481.8877,498.7491,128.7064,81.35851,0.027141429999999998,0.06494393,44.87058,45.99865,33.03917,33.25489,dc_SchGtKttmmTtVt_12,Sch,Sat Dec 14 11:17:09 2024,True
8,170.9059,49.765809999999995,682.9558999999999,595.2008,482.6598,499.4538,130.21849999999998,82.71625,0.02638264,0.062222019999999996,44.99635,46.18614,33.06349,33.29023,dc_SchGtKttmmTtVt_11,Sch,Sat Dec 14 11:17:09 2024,True
9,161.5138,45.54735,669.3774999999999,579.6593,480.1067,497.1197,127.71060000000001,80.34387,0.027591369999999997,0.06677886,44.53651,45.58939,32.97431,33.17727,dc_SchGtKttmmTtVt_10,Sch,Sat Dec 14 11:17:09 2024,True
10,170.5215,49.62657,682.1565,594.3619,482.5282,499.3186,130.0925,82.62356999999999,0.02644624,0.062421599999999994,45.02129,46.20917,33.06831,33.29456,dc_SchGtKttmmTtVt_9,Sch,Sat Dec 14 11:17:09 2024,True
11,170.6376,49.70814,681.4986,593.7829999999999,481.8877,498.6867,130.1204,82.66927,0.02644424,0.06237155999999999,45.06738,46.25963,33.07721,33.30404,dc_SchGtKttmmTtVt_8,Sch,Sat Dec 14 11:17:09 2024,True
12,174.8761,51.552350000000004,682.1488,595.3063,476.92679999999996,493.81789999999995,131.4372,83.81753,0.02590029,0.06041749,45.21818,46.45668,33.10621,33.34096,dc_SchGtKttmmTtVt_7,Sch,Sat Dec 14 11:17:09 2024,True
13,170.8823,49.74695,677.7018,590.1754,478.1264,495.0084,130.2188,82.77403,0.02647308,0.062155749999999996,45.15521,46.36302,33.09411,33.32343,dc_SchGtKttmmTtVt_6,Sch,Sat Dec 14 11:17:09 2024,True
14,173.5845,50.87245,691.5368,604.1409,486.65659999999997,503.38000000000005,131.0428,83.36749999999999,0.02589286,0.06073258,44.88882,46.09159,33.04272,33.27243,dc_SchGtKttmmTtVt_5,Sch,Sat Dec 14 11:17:09 2024,True
15,169.9356,49.320609999999995,678.074,590.3126,479.27979999999997,496.15999999999997,129.9826,82.53167,0.02655109,0.06253986,45.04713,46.23625,33.0733,33.29965,dc_SchGtKttmmTtVt_4,Sch,Sat Dec 14 11:17:09 2024,True
16,173.7696,51.066680000000005,681.5368000000001,594.4791,477.21180000000004,494.12489999999997,131.18859999999998,83.56528,0.025990589999999997,0.06081511,45.10611,46.32445,33.08467,33.3162,dc_SchGtKttmmTtVt_3,Sch,Sat Dec 14 11:17:09 2024,True
17,165.88510000000002,47.678110000000004,670.4373,581.9204,478.3755,495.2494,128.64939999999999,81.44289,0.027253089999999997,0.06502517,45.19028,46.34233,33.10089,33.31955,dc_SchGtKttmmTtVt_2,Sch,Sat Dec 14 11:17:09 2024,True
18,164.4597,46.96605,670.965,582.0079000000001,479.3902,496.3162,128.388,81.09144,0.02732212,0.06554299,44.89532,46.00821,33.044,33.2567,dc_SchGtKttmmTtVt_1,Sch,Sat Dec 14 11:17:09 2024,True
19,176.5054,52.19214,691.098,604.3459,483.0521,499.81219999999996,131.8626,84.13441,0.025585099999999996,0.0595451,45.1161,46.35904,33.0866,33.32268,dc_SchGtKttmmTtVt,Sch,Sat Dec 14 11:17:09 2024,True
