,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,169.7658,60.557,729.201,662.8029,542.2086,566.8139,117.1004,78.51597000000001,0.036821419999999994,0.07224071,62.44492,65.28436,35.9099,36.29618,dc_SchGtKfsTlVt,Sch,Sat Dec 14 11:17:09 2024,True
1,239.67079999999999,96.0338,628.3632,581.1825,447.5699,486.7377,104.6254,76.09211,0.0142971,0.02443546,34.15811,35.06922,30.66983,30.89852,dc_SchGtKsfTlVt,Sch,Sat Dec 14 11:17:09 2024,True
2,237.62920000000003,94.48214,639.1533000000001,590.5479,458.2045,495.9778,105.3271,76.16781999999999,0.01409039,0.02425031,33.42553,34.3075,30.48154,30.70778,dc_SchGtKffTlVt,Sch,Sat Dec 14 11:17:09 2024,True
3,174.61169999999998,62.98650000000001,716.8584999999999,652.2934,529.5114,555.5222,116.5645,78.84782,0.03272003,0.06314655,56.95473,59.38751,35.11049,35.4739,dc_SchGtKssTlVt,Sch,Sat Dec 14 11:17:09 2024,True
4,137.3245,36.16862,725.7854,627.2432,523.3322999999999,535.914,135.8789,81.54827,0.04591326999999999,0.1197643,62.90166,64.70017,35.97316,36.21809,dc_SchGtKfsTahVt,Sch,Sat Dec 14 11:17:09 2024,True
5,200.9076,62.84027999999999,627.6488,548.301,432.10920000000004,452.72990000000004,124.13730000000001,82.32611,0.017177119999999997,0.03750791,34.44516,35.22916,30.74253,30.93804,dc_SchGtKsfTahVt,Sch,Sat Dec 14 11:17:09 2024,True
6,198.88109999999998,61.24541,638.0563999999999,557.2705,441.779,462.1384,124.7571,82.06172000000001,0.016987099999999998,0.03768215,33.72828,34.44803,30.55985,30.74328,dc_SchGtKffTahVt,Sch,Sat Dec 14 11:17:09 2024,True
7,141.52880000000002,37.80988,713.597,616.7565000000001,510.5259,524.0328,135.4478,82.04607,0.04064622,0.10446169999999999,57.39888,58.96661,35.17799,35.41211,dc_SchGtKssTahVt,Sch,Sat Dec 14 11:17:09 2024,True
