,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,50.8552,16.841849999999997,715.0953,649.8705,551.0792,581.6372,113.7439,73.87564,0.15214479999999997,0.31033229999999995,77.04351,78.3699,37.73465,37.88298,dc_SchGtKfsTlVt,Sch,Sat Dec 14 11:16:58 2024,True
1,80.26583,29.22301,593.3011,547.2755999999999,422.8434,473.7921,104.3357,73.00797,0.05440551,0.1001356,43.39478,43.52743,32.74873,32.77525,dc_SchGtKsfTlVt,Sch,Sat Dec 14 11:16:58 2024,True
2,78.80788,28.52613,606.2072,559.1176,437.5982,486.46669999999995,104.7567,72.92379,0.05417427,0.09982629999999999,42.40514,42.57509,32.54835,32.58311,dc_SchGtKffTlVt,Sch,Sat Dec 14 11:16:58 2024,True
3,52.89054,17.77193,700.2493,636.9586,535.3681,567.7311000000001,113.2411,74.18283000000001,0.1336028,0.2706632,70.63293,71.70842,36.98014,37.11139,dc_SchGtKssTlVt,Sch,Sat Dec 14 11:16:58 2024,True
4,40.94291,11.107800000000001,709.6979,616.3965999999999,544.055,559.3299000000001,129.986,78.75912,0.1877656,0.4697059,76.85268,77.86633,37.71318,37.82697,dc_SchGtKfsTahVt,Sch,Sat Dec 14 11:16:58 2024,True
5,68.07862,19.25804,597.8174,514.6398,420.4353,446.6484,122.1786,77.83937,0.06383725999999999,0.1514633,43.38207,43.45592,32.74619,32.76095,dc_SchGtKsfTahVt,Sch,Sat Dec 14 11:16:58 2024,True
6,66.66888,18.86516,609.7302,526.5628,433.79519999999997,459.63559999999995,122.48689999999999,77.82311999999999,0.06367102,0.1512076,42.43658,42.52796,32.55481,32.57346,dc_SchGtKffTahVt,Sch,Sat Dec 14 11:16:58 2024,True
7,43.27359,11.651539999999999,696.8308,603.9,527.7252,544.4596,130.04489999999998,78.88877,0.16346429999999998,0.410195,70.57522,71.31354,36.97301,37.06341,dc_SchGtKssTahVt,Sch,Sat Dec 14 11:16:58 2024,True
