,gmid10_id,gmid15_id,gmid10_vgs,gmid15_vgs,gmid10_vth,gmid15_vth,gmid10_vdsat,gmid15_vdsat,gmid10_rds,gmid15_rds,gmid10_gmrds,gmid15_gmrds,gmid10_gmrds_db,gmid15_gmrds_db,name,type,time,OK
0,4.842658,1.269684,-953.9818,-846.9398,785.2782000000001,804.8817,132.64090000000002,73.46226999999999,15.77604,72.62295999999999,575.3884,717.0337,55.08498,57.09855,dc_SchGtKfsTlVh,Sch,Fri Dec 13 13:48:18 2024,True
1,2.950515,0.7703328,-989.9985999999999,-891.2691,819.1924,836.061,120.6078,69.09796999999999,23.40927,90.63725,594.0753,764.5494,55.44203,57.6679,dc_SchGtKsfTlVh,Sch,Fri Dec 13 13:48:17 2024,True
2,4.851409,1.298719,-962.8512999999999,-857.5840000000001,790.3206,808.9627,136.6321,76.45451,15.88134,73.57343,578.6396,727.0796,55.13791,57.22422,dc_SchGtKffTlVh,Sch,Fri Dec 13 13:48:15 2024,True
3,3.109323,0.7918156000000001,-985.6239,-882.1243,817.7353,835.8052,119.0358,66.97287,22.96587,104.09299999999999,588.522,745.1443,55.34818,57.44444,dc_SchGtKssTlVh,Sch,Fri Dec 13 13:48:13 2024,True
4,2.383869,0.01910437,-765.788,-392.8689,675.3820000000001,681.9123999999999,146.0754,54.85661,29.348519999999997,2815.812,564.7514,622.8496,55.02053,55.87877,dc_SchGtKfsThVh,Sch,Fri Dec 13 13:48:11 2024,True
5,2.0959920000000003,0.2282321,-863.541,-683.8005,735.3917,733.3763,156.7411,74.82176,34.858239999999995,288.1651,585.6035,727.1399,55.30592,57.23229,dc_SchGtKsfThVh,Sch,Fri Dec 13 13:48:10 2024,True
6,2.380986,0.03972211,-783.6533,-448.50849999999997,684.4571000000001,686.8655,151.08440000000002,57.36839,27.79216,1846.032,573.1247,635.5755,55.15609,56.05283,dc_SchGtKffThVh,Sch,Fri Dec 13 13:48:08 2024,True
7,2.123095,0.1809958,-848.9276,-641.0198,730.6532,728.6318,151.9392,68.60696,34.031079999999996,407.19739999999996,579.3436,697.799,55.21173,56.87455,dc_SchGtKssThVh,Sch,Fri Dec 13 13:48:06 2024,True
8,4.903844,1.289105,-958.5257,-852.304,788.8942,808.6614,134.4038,74.67061,14.41589,68.57495,526.7575,669.6001,54.30643,56.5033,dc_SchGtKfsTlVl,Sch,Fri Dec 13 13:48:04 2024,True
9,2.934651,0.767023,-993.7515,-899.7955,823.4244,840.1647,121.73639999999999,70.49674,20.741249999999997,63.432719999999996,545.8573,722.6327,54.71614,57.17835,dc_SchGtKsfTlVl,Sch,Fri Dec 13 13:48:02 2024,True
10,4.886266,1.3073219999999999,-967.1555,-863.2112,794.1009,812.8762,138.2123,77.63187,14.48336,68.47863,529.9721,680.1329,54.36771,56.64457,dc_SchGtKffTlVl,Sch,Fri Dec 13 13:48:00 2024,True
11,3.101682,0.793909,-989.4698,-890.3804,821.7493000000001,839.7689,120.2656,68.44926,20.51562,83.27148,540.4631,703.579,54.61468,56.94599,dc_SchGtKssTlVl,Sch,Fri Dec 13 13:47:58 2024,True
12,2.377906,0.01869139,-765.9874,-394.6487,675.4538,683.772,146.1511,54.90175,27.07189,2585.665,518.4751,587.1172,54.27496,55.36738,dc_SchGtKfsThVl,Sch,Fri Dec 13 13:47:57 2024,True
13,2.090156,0.22778820000000002,-863.6345,-684.2831,735.4067,733.5608,156.79080000000002,74.88583,32.10843,269.3917,536.7547,679.978,54.54417,56.64968,dc_SchGtKsfThVl,Sch,Fri Dec 13 13:47:55 2024,True
14,2.374442,0.03981285,-783.8285999999999,-450.393,684.5142,688.2850999999999,151.1506,57.45626,25.61517,1762.364,526.2322,599.3,54.41297,55.54116,dc_SchGtKffThVl,Sch,Fri Dec 13 13:47:53 2024,True
15,2.117502,0.18118340000000002,-849.0363,-641.5958,730.6726,728.9204,151.99579999999997,68.69777,31.337719999999997,383.4518,530.9846,653.6727,54.44936,56.30694,dc_SchGtKssThVl,Sch,Fri Dec 13 13:47:51 2024,True
